gene,log2FC,pvalue,padj
Usp18,3.0996408208863873,0.0016752464476662214,0.15146611082685935
Krt7,-1.7257271974457915,0.0016988633816910576,0.15240124634493935
Atxn2l,1.5840320757925497,0.0016996945887884855,0.15240124634493935
Sprr1a,4.1706880875554075,0.0017072874598931154,0.1524494823174807
Atp6v0a1,-0.570972890785038,0.0017261888454021203,0.1534784454729862
Rab5if,4.313751428944144,0.001741846790536141,0.1534784454729862
Lypd1,-2.0459601101970764,0.001743026137184942,0.1534784454729862
Gbx2,-2.893806152793734,0.0017472209536005647,0.1534784454729862
Fam163a,-1.328038969808592,0.0017662855808009644,0.1543474002960911
Pdxk,-0.961006712361204,0.0017713987354079591,0.1543474002960911
Lpcat1,1.904071875610848,0.0017815682032226766,0.15461006949172218
Gm14052,1.490362857058431,0.001803090251288539,0.15510608765722803
Klhl40,-4.286460887459216,0.0018048748129373448,0.15510608765722803
Fam219a,2.7342529182237145,0.0018088173487723384,0.15510608765722803
Dusp13b,3.11138356212647,0.0018290875736299871,0.15530526803324926
Xpo5,-0.4188923086056082,0.0018322841701030707,0.15530526803324926
Casp4,1.7314456176211346,0.0018599185529255722,0.15530526803324926
Trp53rka,3.520440116371442,0.0018694529010701716,0.15530526803324926
Xpa,2.9371264922092353,0.0018716622912434632,0.15530526803324926
Pelo,-2.32529559481765,0.001875454307234787,0.15530526803324926
Txndc5,2.738629489539555,0.0018789682037193617,0.15530526803324926
Mafg,-0.6111621148959756,0.00188843649237621,0.15530526803324926
Ubac1,1.549826524723601,0.0018904249589450515,0.15530526803324926
Elapor1,-2.5255999344708746,0.001899157765618382,0.15530526803324926
Clec12a,-1.137790342567059,0.0019029307709950041,0.15530526803324926
Ccl5,2.1252949513204857,0.001906430782450914,0.15530526803324926
Itga2,-4.064512288705785,0.0019086559712429873,0.15530526803324926
Cacnb4,-2.7908629308949218,0.0019184354637845238,0.15530526803324926
Adgrg5,2.557701377908491,0.0019189461134192954,0.15530526803324926
Ap1b1,-0.7686908019128378,0.0019380532798487287,0.15626639300093723
Gm53056,3.2624775247222475,0.0019487491058603548,0.1565446818904699
Syt5,-2.062835261260453,0.0019590128611926775,0.15678632932412062
Ache,-1.1064855393539954,0.001974911881904481,0.15747553821429494
Or10aa1,4.395570758195988,0.001984427753805652,0.15756393463996432
Get4,2.229919467688987,0.001995157583825148,0.15756393463996432
Cartpt,-1.9695018293899444,0.00200029442960325,0.15756393463996432
Scd2,-1.2666387447274001,0.002005186821509102,0.15756393463996432
Prr35,-1.3807421139995446,0.0020202204151949805,0.15786006857095458
Ift70a2,1.235658763606029,0.002026556330316611,0.15786006857095458
Kcnh7,-1.9126794306760244,0.0020308713528032476,0.15786006857095458
Ifit3b,2.7031244970870425,0.0020529280595835355,0.1585768144270709
Ly6h,-2.4151538154275958,0.0020547692183617867,0.1585768144270709
Stimate,2.7676802634561444,0.0020686259611067998,0.15907807257493536
Pcbd2,3.0140755137646025,0.0020945190399672287,0.16049809196685053
Tmem178b,-2.013343937858563,0.002111942023609717,0.1612613257532946
Clxn,-4.819048809221875,0.0021644168932845468,0.16347516070214005
Phf11,3.2559954491327088,0.0021657683338677483,0.16347516070214005
Ccna2,3.7487404708655614,0.002177251398224654,0.16347516070214005
Gm4705,1.7153518935416066,0.0021891673682871864,0.16347516070214005
Ipo9,-0.536063037618602,0.002194278053637716,0.16347516070214005
Hspa4,2.973993774510058,0.0021969024909910986,0.16347516070214005
Slc27a2,-3.6858625229316866,0.002199367695159327,0.16347516070214005
Pf4,-3.8084222596558703,0.002217039515143308,0.16347516070214005
Cacng5,-2.136076438477784,0.002217665701496685,0.16347516070214005
Tcaf1,-1.5755949630731951,0.0022262109508639485,0.16347516070214005
Flt3l,1.1509436588311681,0.002233115514274063,0.16347516070214005
Slc10a6,-4.012360379732123,0.002255607411483403,0.16347516070214005
Cnnm1,-2.2713642108499066,0.0022580368161131664,0.16347516070214005
Snrnp35,0.9029500722756314,0.0022597659354951834,0.16347516070214005
Nenf,3.4922337811881228,0.002261029005100738,0.16347516070214005
Arid5a,0.9670378813440887,0.002272341463536126,0.16347516070214005
Rab40c,1.1522127453708713,0.0022730584518393655,0.16347516070214005
Xpnpep3,-0.907207425297301,0.002277107842627801,0.16347516070214005
Dnajb4,-0.844494708028817,0.0023210734802040123,0.1652476936666485
