source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,tissue,condition
DAM-like MG,T cell,Tfpi,Lrp1,0.41404986,0.83,0.10371206,0.056210088742604324,-0.16034969923239928,0.013129671,0.71932465,1.0,0.9356838304085815,Retina,MB
MHCII+ MG,MHCII+ Mac/APC,Adam10,Tspan14,0.59895676,1.0,0.3466596,-0.2527800711850755,0.015540842488781625,0.0033777538,0.82411456,1.0,0.9357558728668944,Retina,MB
DAM-like MG,T cell,Tnfsf13b,Tnfrsf13b,0.37792015,0.0,0.11633999,0.23654392690127052,0.1397174708618611,0.011656563,0.730776,0.040500214513174385,0.9357926356831561,Retina,MB
gdT cell,BAM,Trf,Adrb2,0.20847782,1.0,0.041786537,-0.41099054021186393,-0.9011814134750957,0.0013650196,0.6193033,1.0,0.9358313299570878,Retina,MB
Proliferating MG,Homeostatic MG,Hras,Insr,0.37790865,0.0,0.10901758,0.25044966277775227,0.19559416651783273,0.010856625,0.72433335,0.022808124590563722,0.935901696144985,Retina,MB
Proliferating MG,Homeostatic MG,Fn1,Itga9,0.637364,0.0,0.34680015,0.40993248799463256,0.6614914364526691,0.026452146,0.82414395,0.013537472726344266,0.9360825775340346,Retina,MB
B cell,Proliferating MG,Sirpa,Cd47,0.30142513,1.0,0.04178715,-0.6518232658252072,-1.6380472382745999,0.00025409635,0.619305,1.0,0.9361081990302547,Retina,MB
Proliferating MG,B cell,Cd47,Sirpa,0.30142513,1.0,0.04178715,-0.6518232658252072,-1.6380472382745999,0.00025409635,0.619305,1.0,0.9361081990302547,Retina,MB
T cell,NK cell,Nampt,Insr,0.37784916,0.12,0.1413863,0.046828650403677494,-0.08542522172525269,0.006021342,0.74951977,0.6067747206585875,0.936119595697509,Retina,MB
gdT cell,DAM-like MG,Tnf,Tnfrsf1b,0.3778476,0.5,0.11822081,0.02373761402959007,-0.218412724130694,0.0060967887,0.7323507,1.0,0.9362284347505613,Retina,MB
BAM,gdT cell,Psen1,Notch1,0.38578588,0.0,0.10367824,0.10957028399269902,0.0011183214047926215,0.0075994115,0.71929175,0.24986845740277494,0.9362284347505613,Retina,MB
T cell,pDC,Grn,Sort1,0.65034,1.0,0.34690264,-0.0584460942682245,-0.11709005341033546,0.006737444,0.82416534,1.0,0.9363005051601445,Retina,MB
NK cell,Neutrophil,Tgfb1,Itgb3,0.5385111,0.0,0.10367744,0.07138835459478608,0.049865782385375534,0.0049426463,0.7192909,0.8543234516996834,0.9363375290687771,Retina,MB
Neutrophil,Proliferating MG,Lrpap1,Lrp1,0.6671572,0.05,0.3550196,0.09781876994007442,-0.03150246014375496,0.008121702,0.82583493,0.3901156024776742,0.9363694073901361,Retina,MB
Neutrophil,pDC,Adam15,Itgav,0.204444,1.0,0.041793827,-0.3706522779886309,-0.6083135678539031,0.0015945212,0.6193238,1.0,0.9363849910923328,Retina,MB
pDC,T cell,Nampt,Insr,0.3777452,0.13,0.13994898,0.04530453314911652,0.0019630950455291063,0.005960129,0.7485594,0.5243356921044501,0.9364463850130347,Retina,MB
Homeostatic MG,DAM-like MG,Adam15,Itgb1,0.6671157,0.0,0.3548079,0.22648443016731729,0.05184235391738373,0.012478199,0.825792,0.12987971231577575,0.936480061613808,Retina,MB
DAM-like MG,T cell,App,Tnfrsf21,0.65332174,0.0,0.34692654,0.13239238556127872,-0.09068051664958038,0.0103455875,0.8241703,0.636894754018213,0.9365184666071771,Retina,MB
B cell,Neutrophil,Lrpap1,Ldlr,0.20456326,0.96,0.041800186,-0.0978679966129464,-0.22806189296874352,0.003224602,0.61934173,1.0,0.9365695402171916,Retina,MB
B cell,gdT cell,Mif,Cd44_Cd74,0.3777192,1.0,0.12917832,-0.14127574789685646,-1.0181634170394904,0.0009791069,0.740948,1.0,0.9366643690981873,Retina,MB
gdT cell,T cell,Icam2,Itgam_Itgb2,0.39717373,0.0,0.10366204,0.5246798057006906,0.17565982014089115,0.020997101,0.71927595,0.025184605433636986,0.9366643690981873,Retina,MB
Proliferating MG,MHCII+ MG,Ceacam1,Havcr2,0.33304566,1.0,0.04180277,-0.08874996691617763,0.13281055860874652,0.0049476973,0.61934906,1.0,0.9367540783389013,Retina,MB
T cell,Proliferating MG,Spp1,Cd44,0.37770915,0.09,0.13483107,0.11036672816459965,-0.15654606363414486,0.006289325,0.74503714,1.0,0.9367734972780442,Retina,MB
B cell,B cell,Adam17,Il6ra,0.37770423,1.0,0.14116813,-0.3705052995912099,-0.7584661016550597,0.0021715064,0.7493748,1.0,0.9368823870086436,Retina,MB
B cell,pDC,Lck,Cd8a_Cd8b1,0.26158306,0.0,0.041804902,0.5595554255438717,0.3760966366833065,0.017346919,0.6193551,0.013537472726344266,0.9369385532149765,Retina,MB
DAM-like MG,Neutrophil,Ccl4,Ccr1,0.6669884,0.0,0.44266462,0.5735443748148282,0.7557532302507618,0.030999066,0.8411368,0.010083760160411117,0.9370332552579075,Retina,MB
Neutrophil,DAM-like MG,Tgm2,Sdc4,0.29609853,0.0,0.041805062,0.3331957529025104,0.44282308267338694,0.009843661,0.6193555,0.04114912434103311,0.9371230693344877,Retina,MB
Neutrophil,MHCII+ MG,Lcn2,Fcgr3,0.443216,0.44,0.10365079,0.325952567942762,0.422559086362017,0.06779579,0.719265,0.1023894886970051,0.9372096007937797,Retina,MB
Iron+ MG (Fth1+),NK cell,Igf1,Itgav_Itgb3,0.3775985,0.0,0.1124672,0.735757199074736,0.7234243401027252,0.04327106,0.72743267,0.002547988415609879,0.9372096007937797,Retina,MB
BAM,T cell,Col14a1,Cd44,0.5900824,0.0,0.34714335,0.8229043287610507,0.6323972946548438,0.03251256,0.8242156,0.005078734929890455,0.9372814745518545,Retina,MB
Proliferating MG,Iron+ MG (Fth1+),Agrn,Itgb1,0.44765827,0.21,0.04180885,0.13172590797408804,0.11329276832246621,0.015233405,0.61936617,0.6174245757694791,0.9373075744518341,Retina,MB
B cell,Neutrophil,Adam9,Itgb1,0.44702584,0.77,0.10364377,-0.038436294676481284,-0.15301417631689482,0.0046145804,0.7192581,1.0,0.937318524315963,Retina,MB
Homeostatic MG,Proliferating MG,F11r,Itgal_Itgb2,0.66691524,0.0,0.0921652,0.12593821654746107,0.06035329734812492,0.0025466322,0.70725644,0.8403862242097728,0.9373652849010374,Retina,MB
Neutrophil,NK cell,Col27a1,Itga2_Itgb1,0.37756228,0.0,0.13852426,0.7512348934849704,0.42257140135209104,0.047971014,0.74759525,0.013537472726344266,0.9374277032981335,Retina,MB
Proliferating MG,NK cell,App,Notch2,0.6668068,0.31,0.39355722,0.010747098241004283,-0.2990310882072846,0.0055692196,0.83312213,1.0,0.9374759678224536,Retina,MB
gdT cell,DAM-like MG,Ptdss1,Jmjd6,0.2058427,0.0,0.041829906,0.17860045351895043,0.0745243080316966,0.010124889,0.61942554,0.09520912983164148,0.9374920685673437,Retina,MB
Homeostatic MG,MHCII+ Mac/APC,Tnf,Tnfrsf21,0.37755564,1.0,0.11802215,-0.07936325169337381,-0.13831808204411195,0.0054030875,0.73218584,1.0,0.9375366437180749,Retina,MB
gdT cell,Homeostatic MG,Sema3c,Nrp1_Plxna4,0.5271645,0.02,0.10359813,0.046313026148034786,-0.022938772368713112,0.0056358576,0.71921366,0.5682270175813149,0.9375366437180749,Retina,MB
NK cell,MHCII+ MG,Ccl4,Ccr5,0.6082429,1.0,0.3471739,-0.1162696301634101,0.057685765255816146,0.0050296052,0.82422197,1.0,0.9376087812480309,Retina,MB
MHCII+ Mac/APC,NK cell,Cd48,Cd2,0.37749898,0.0,0.14229195,0.37110227415775177,0.31837084338077426,0.011050176,0.7501187,0.02021013381751634,0.9376458396369769,Retina,MB
Activated MG (Ccl5+),MHCII+ Mac/APC,Lgals3,Lag3,0.20944956,1.0,0.04183155,-0.1365623840210094,-0.15444088106443576,0.0024201514,0.6194302,1.0,0.9376765516813443,Retina,MB
pDC,NK cell,Sptan1,Ptpra,0.6667663,0.46,0.43404394,0.027911095297636676,-0.12269739226267151,0.00534482,0.8398184,0.8731339979509153,0.9376973432219089,Retina,MB
Proliferating MG,pDC,Tgm2,Sdc4,0.38177168,0.0,0.103570275,0.6997108247829913,0.5155243951696146,0.024387255,0.71918654,0.013537472726344266,0.937754796955987,Retina,MB
T cell,Activated MG (Ccl5+),Psen1,Cd44,0.37749824,0.98,0.13335513,-0.049199511335244486,-0.0803996189750007,0.003150186,0.7439903,1.0,0.937754796955987,Retina,MB
Neutrophil,MHCII+ Mac/APC,Adam10,Gpnmb,0.63628286,0.0,0.3472388,0.12102644708666649,0.18991408246908292,0.010023832,0.8242355,0.1418327199095682,0.9378269456757091,Retina,MB
Activated MG (Ccl5+),Homeostatic MG,Adam17,Itga5,0.22850955,1.0,0.0418388,-0.1618038893422821,-0.11813072133605043,0.0031690472,0.6194506,1.0,0.9378609715669235,Retina,MB
BAM,BAM,Gpi1,Amfr,0.37748635,0.0,0.13031101,0.11743025725710612,-0.037742062000103715,0.0061506843,0.741785,0.4139043385769212,0.9378637627154526,Retina,MB
DAM-like MG,T cell,Adam17,Itga5,0.53952384,0.0,0.10352741,0.21566976201293497,0.08210767566049956,0.007841603,0.7191447,0.14300602570059257,0.9379729840323233,Retina,MB
Proliferating MG,T cell,Fn1,Itga4_Itgb1,0.66675794,0.0,0.36993766,0.4988901472125631,0.853195152380339,0.019771917,0.8287753,0.013537472726344266,0.9380294302028083,Retina,MB
NK cell,Proliferating MG,Cdh1,Igf1r,0.5927645,0.0,0.3473153,0.9644500797358843,0.5033829856633517,0.03213947,0.8242515,0.013537472726344266,0.9380451439426796,Retina,MB
T cell,NK cell,Txlna,Stx4a,0.20508818,0.01,0.041842982,0.06394491659821194,-0.02199896463355261,0.0061275787,0.6194624,0.41985067322304725,0.9380454326820048,Retina,MB
T cell,MHCII+ Mac/APC,Copa,P2ry6,0.37747592,1.0,0.12798606,-0.12466183172395123,-0.20108161728105195,0.0036523736,0.7400571,1.0,0.9380819666928228,Retina,MB
T cell,BAM,Cd14,Tlr4,0.3774461,0.05,0.13964324,0.07355180422221763,-0.07621516203921325,0.011262993,0.74835354,0.5569143199641028,0.9381912049497083,Retina,MB
Neutrophil,Homeostatic MG,Sema4a,Plxnb2,0.4030348,0.0,0.103511736,0.32338005671948666,0.359893198770755,0.01744972,0.71912944,0.013537472726344266,0.9381912049497083,Retina,MB
NK cell,Proliferating MG,Cd38,Pecam1,0.24519059,0.0,0.041844793,0.418778982520954,0.13772900836222018,0.0034536433,0.6194675,0.3949532575228047,0.9382298827965615,Retina,MB
Neutrophil,T cell,Tnf,Tnfrsf1a,0.37744397,0.0,0.10440467,0.06512179314022912,0.11643042431448775,0.00795682,0.7199961,0.3049395342010826,0.9383002045125524,Retina,MB
Neutrophil,Proliferating MG,Fgf13,Fgfr2,0.6666478,0.48,0.44400087,-0.013806612291986748,-0.41172969081741206,0.0061025955,0.8413381,1.0,0.9383615458260222,Retina,MB
Iron+ MG (Fth1+),MHCII+ MG,Lrpap1,Lrp1,0.5896,0.34,0.34742272,0.06752362859624743,0.42957359242076587,0.00794791,0.8242738,0.7523628340868154,0.9383723812041491,Retina,MB
Iron+ MG (Fth1+),pDC,Sptan1,Ptpra,0.37744373,1.0,0.10858492,-0.3445854013139752,-0.4782905343257669,0.0013371155,0.7239362,1.0,0.9384094597107664,Retina,MB
NK cell,T cell,Cd28,Cd80,0.2088031,0.0,0.041850008,0.26358746519464105,0.22478836992168313,0.022196872,0.6194822,0.01511656267843274,0.9385065373431297,Retina,MB
T cell,NK cell,Cd80,Cd28,0.2088031,0.0,0.041850008,0.26358746519464105,0.22478836992168313,0.022196872,0.6194822,0.01511656267843274,0.9385065373431297,Retina,MB
Neutrophil,gdT cell,F13a1,Itgb1,0.37742764,0.89,0.12917659,0.14937395254688024,0.06588954970996425,0.017644206,0.74094677,0.7366807680628107,0.9385184761772654,Retina,MB
Proliferating MG,MHCII+ Mac/APC,Tnf,Trpm2,0.40188095,0.14,0.10349883,0.055331125747386384,-0.05925464770519162,0.007804866,0.71911687,0.5361452506775239,0.9385184761772654,Retina,MB
Proliferating MG,pDC,Trf,Adrb2,0.6666341,0.25,0.085413665,-0.025326424057642072,-0.2529352782686149,0.002790165,0.6993192,1.0,0.9385829721451482,Retina,MB
MHCII+ Mac/APC,NK cell,Ccl4,Ccr5,0.60295856,1.0,0.3474744,-0.12098023413859779,-0.34891459210998976,0.0050339582,0.8242846,1.0,0.9385906640616648,Retina,MB
MHCII+ MG,MHCII+ MG,App,Notch2,0.37738317,1.0,0.141513,-0.3288113459555163,-0.0992948590120516,0.0020025475,0.74960387,1.0,0.9386277483181213,Retina,MB
Homeostatic MG,Proliferating MG,App,Aplp2,0.6003992,0.09,0.34747827,0.08443124181869306,-0.146752106667907,0.006875306,0.82428545,0.9500303170656879,0.9386996945612986,Retina,MB
MHCII+ Mac/APC,BAM,Hras,Insr,0.2756674,0.12,0.04185252,0.02678677641648969,-0.03942084522086434,0.0041679246,0.61948925,1.0,0.9387831149286927,Retina,MB
Iron+ MG (Fth1+),Activated MG (Ccl5+),Tgfb1,Lpp,0.6666056,1.0,0.44167155,-0.14297479401968777,0.14634522945627537,0.003585503,0.8409867,1.0,0.9388044111810709,Retina,MB
MHCII+ MG,MHCII+ MG,Pdgfb,Itgav,0.589851,1.0,0.34750733,-0.22205571537290275,0.17579484766431763,0.0044164634,0.82429147,1.0,0.9388089807676561,Retina,MB
BAM,BAM,Tnf,Ptprs,0.38414255,0.0,0.10346864,0.1553541683466368,0.061495808502766175,0.010276124,0.71908736,0.11418887499075421,0.9388460707743973,Retina,MB
Neutrophil,Iron+ MG (Fth1+),Tnf,Tnfrsf1a,0.37736866,0.05,0.10431841,0.06496207946521747,0.16442949414052999,0.007950245,0.71991277,0.3901156024776742,0.9388460707743973,Retina,MB
T cell,Proliferating MG,Fn1,Cd44,0.37736434,0.04,0.13450958,0.1496470816789165,-0.027728801561847538,0.008040993,0.74481034,0.3654512399650257,0.9389551210521382,Retina,MB
Neutrophil,T cell,Nampt,Itga5_Itgb1,0.24987821,0.0,0.04186561,0.06825261639275926,0.06128595110657656,0.0056044483,0.6195261,0.5796123070645864,0.938967521047544,Retina,MB
Proliferating MG,MHCII+ Mac/APC,Adam17,Il6ra,0.66642797,0.64,0.41508725,-0.018362657850121755,-0.1990165060141783,0.0063850433,0.8367919,1.0,0.9390257375275801,Retina,MB
DAM-like MG,BAM,Tfpi,Lrp1,0.41318834,0.73,0.10344704,0.05527171243835527,-0.1971575052886294,0.01309612,0.71906626,1.0,0.9390644270822188,Retina,MB
Neutrophil,Homeostatic MG,Arpc5,Adrb2,0.6054964,0.0,0.3475563,0.31890345597525954,0.42624384648954977,0.01364216,0.82430166,0.013537472726344266,0.9391363956377984,Retina,MB
T cell,pDC,Ccl4,Ccr5,0.6664263,0.86,0.44356406,-0.0481266614641218,-0.24553448951710433,0.0064260364,0.8412724,1.0,0.9391364681629091,Retina,MB
pDC,NK cell,Entpd1,Adora2a,0.2278827,1.0,0.041873634,-0.07469404858612244,-0.6231877084439523,0.0077267867,0.6195487,1.0,0.9391519161675105,Retina,MB
gdT cell,DAM-like MG,Tgfb1,Itgb3,0.3773433,0.94,0.12918322,-0.03582270882394731,-0.2472981533792218,0.0061585912,0.74095166,1.0,0.9391734942675465,Retina,MB
Neutrophil,DAM-like MG,Gpi1,Amfr,0.37730446,0.0,0.14101508,0.1313481125508589,0.04501712542721675,0.0066559166,0.74927294,0.3039633868225003,0.93928281724421,Retina,MB
NK cell,MHCII+ Mac/APC,Cklf,Lrp6,0.23583448,0.91,0.041873768,-0.0490729799754034,-0.00420136325432624,0.003801009,0.6195491,1.0,0.9393362480865918,Retina,MB
Homeostatic MG,Neutrophil,App,Ncstn,0.42958665,0.1,0.10341422,-0.0025277990651813714,-0.11489687637226911,0.0052544647,0.71903425,0.7693328220012631,0.9393919013384349,Retina,MB
T cell,Proliferating MG,Lrpap1,Sorl1,0.37730345,0.84,0.14229925,-0.06605112370284354,-0.32730602142816967,0.0031832084,0.75012344,1.0,0.9393919013384349,Retina,MB
Activated MG (Ccl5+),T cell,Adam10,Cadm1,0.6663673,1.0,0.44391048,-0.21697280103701444,-0.28818930723420455,0.0044926815,0.8413245,1.0,0.9394686791217897,Retina,MB
pDC,NK cell,Cd86,Ctla4,0.24773438,1.0,0.041877683,-0.36807663580137917,-0.7501350504994063,0.001985982,0.6195601,1.0,0.9395206212128864,Retina,MB
Activated MG (Ccl5+),BAM,Tgfb1,Itgb1,0.6663155,1.0,0.38466576,-0.11944768381357643,-0.19577245523678333,0.0034157268,0.8315276,1.0,0.9395794224568608,Retina,MB
MHCII+ Mac/APC,T cell,Sparc,Eng,0.48880833,1.0,0.10338782,-0.33127419930165347,-0.6755774937183321,0.0033238903,0.71900845,1.0,0.9396103422674278,Retina,MB
MHCII+ MG,Activated MG (Ccl5+),Gnai2,Oprm1,0.6447703,1.0,0.34774846,-0.23291594854306324,0.055134481937805346,0.0026693698,0.8243417,1.0,0.9396825861288591,Retina,MB
T cell,pDC,L1cam,Itga4_Itgb7,0.23080257,0.0,0.041878354,0.2552193192421254,0.19882640285316394,0.00838227,0.619562,0.10052150674476144,0.9397049833412804,Retina,MB
Neutrophil,pDC,Tgm2,Itgb1,0.59589577,0.0,0.34775993,0.2763346426217436,0.4422289653161696,0.017638959,0.8243441,0.013537472726344266,0.9397917011718666,Retina,MB
T cell,BAM,Tnf,Sema4c,0.37725753,0.0,0.13012785,0.23219354381198942,0.05202112796597605,0.016693747,0.7416503,0.12952582780496535,0.9398288170571493,Retina,MB
Activated MG (Ccl5+),Neutrophil,Adam17,Rhbdf2,0.22857204,1.0,0.04188009,-0.15191088623403007,-0.09879545706427934,0.0032630793,0.61956686,1.0,0.9398893344721012,Retina,MB
DAM-like MG,Proliferating MG,App,Lrp10,0.65379155,0.0,0.347806,0.30106627827446564,0.056171714840901665,0.011503575,0.8243537,0.1226604914609416,0.9399010721165901,Retina,MB
Neutrophil,pDC,Ccl12,Ccr2,0.666258,0.0,0.3757698,0.4496460559264416,0.5313649154529827,0.01585565,0.8298823,0.013537472726344266,0.9399116714992237,Retina,MB
DAM-like MG,T cell,Lin7c,Abca1,0.38267884,0.32,0.10336592,0.0341371783449954,-0.1431446399550387,0.005304349,0.71898705,0.9294303686106273,0.9399381908814428,Retina,MB
Proliferating MG,BAM,Ccl2,Ccr2,0.37723586,0.0,0.14118867,0.4357944491677789,0.47665576165009454,0.020051265,0.7493885,0.013537472726344266,0.9399381908814428,Retina,MB
Neutrophil,MHCII+ Mac/APC,Adam17,Itgb1,0.66623473,0.97,0.44038045,-0.04727992579755732,0.005141553244805919,0.0049853865,0.84079087,1.0,0.9400224275235405,Retina,MB
Neutrophil,gdT cell,Tnf,Tnfrsf1a,0.37720048,0.06,0.10412585,0.06460547019613101,0.1028367463942633,0.00793557,0.71972644,0.4117228374624139,0.9400473257102235,Retina,MB
Proliferating MG,DAM-like MG,Igfbp4,Lrp6,0.29992196,0.0,0.04188988,0.1842767215260872,-0.006323737588024028,0.018227914,0.6195944,0.27439586970182417,0.9400736746056773,Retina,MB
MHCII+ Mac/APC,NK cell,Pdgfb,Itgav,0.62605226,1.0,0.34782338,-0.18423787750234324,-0.40792145625044607,0.00442048,0.8243573,1.0,0.9401195919685416,Retina,MB
gdT cell,BAM,Ly86,Cd180,0.6662252,1.0,0.362281,-0.7611223254812787,-1.5102949770448482,0.0011536907,0.82728624,1.0,0.940133186718529,Retina,MB
T cell,gdT cell,Nampt,Insr,0.37719905,0.18,0.14094336,0.0458729474314953,-0.08447401564958479,0.0060024783,0.7492251,0.6014707330487249,0.940156716486354,Retina,MB
NK cell,Proliferating MG,Nampt,Itga5_Itgb1,0.21434525,0.29,0.04189187,0.0929963859555868,-0.15291106184702494,0.0056079635,0.6196,0.9875284716188523,0.9402579515555756,Retina,MB
Activated MG (Ccl5+),T cell,Adam10,Notch2,0.666203,1.0,0.4436953,-0.13408586287316537,-0.09208090649785639,0.0041582813,0.84129214,1.0,0.9403547146178952,Retina,MB
gdT cell,gdT cell,Lgals3bp,Itgb1,0.37717903,1.0,0.12893163,-0.30166406695529857,-0.7096394585213609,0.0018068803,0.74076456,1.0,0.9403750284201782,Retina,MB
Proliferating MG,T cell,Fn1,Itga5_Itgb1,0.25000966,0.01,0.04189359,0.17781577214775113,0.3369303411506279,0.010635682,0.6196048,0.2468219227008073,0.9404422696987593,Retina,MB
Proliferating MG,B cell,Hras,Insr,0.37714416,0.01,0.10872086,0.24932596766593074,0.13644342065261517,0.010827076,0.7240612,0.2468219227008073,0.9404844446169269,Retina,MB
T cell,Homeostatic MG,S100a9,Itgb2,0.59142464,0.0,0.34802514,0.15914066617130923,-0.32377536642358773,0.012021737,0.8243993,0.6094326700108984,0.9405564857053827,Retina,MB
Activated MG (Ccl5+),pDC,Lyz2,Itgal,0.66612905,0.89,0.41549024,0.20372166111922338,-0.1569354877874265,0.0061538643,0.83685815,1.0,0.9405762551920747,Retina,MB
Neutrophil,BAM,Fn1,Itga8_Itgb1,0.37714368,0.0,0.10905023,0.8462911540970792,0.8418376979619243,0.12660718,0.72436327,0.0010952589689024832,0.9405936217239355,Retina,MB
Iron+ MG (Fth1+),MHCII+ Mac/APC,App,Ncstn,0.25982758,1.0,0.041893683,-0.22377635703709386,-0.2973788916183393,0.0021286132,0.6196051,1.0,0.9406265768456827,Retina,MB
T cell,Homeostatic MG,Cd14,Itgb1,0.61951464,0.7,0.34809884,-0.01005398466049276,-0.23609882803052518,0.0064445124,0.8244146,1.0,0.9406659159769011,Retina,MB
Neutrophil,BAM,Lgals3,Eng,0.4093219,0.0,0.10334026,0.23516466732323263,0.2731644732688744,0.01105007,0.71896195,0.02374836055859413,0.9407030548758043,Retina,MB
B cell,Activated MG (Ccl5+),Gdf11,Actr2,0.37710208,1.0,0.11675814,0.5059044974128772,0.16970571200763743,0.019521978,0.7311288,0.26478951233553766,0.9407030548758043,Retina,MB
DAM-like MG,NK cell,Csf1,Sirpa,0.20755702,1.0,0.041898966,-0.4334849170705143,-1.1031975782885817,0.001901983,0.61962,1.0,0.9408108729966724,Retina,MB
BAM,NK cell,Ccl5,Ccr5,0.43569136,1.0,0.103336625,-0.27668566679644985,-1.2959320130736343,0.0013615332,0.7189584,1.0,0.9408122489002286,Retina,MB
pDC,MHCII+ Mac/APC,Sptan1,Ptpra,0.5906833,0.99,0.34820187,-0.05502009873638862,-0.048866734038827575,0.0042877607,0.824436,1.0,0.9408845543551085,Retina,MB
Iron+ MG (Fth1+),T cell,Selplg,Itgb2,0.66598225,1.0,0.44221854,-0.21545587964974908,-0.32940868588771477,0.0038969896,0.84106946,1.0,0.9409085898071361,Retina,MB
NK cell,Iron+ MG (Fth1+),Ly86,Cd180,0.37697786,1.0,0.13766891,-1.0380020371670975,-1.9924933689576005,0.00043840928,0.7470104,1.0,0.9409216990085314,Retina,MB
Proliferating MG,Activated MG (Ccl5+),Mfge8,Itgav,0.30661166,1.0,0.041905947,-0.06773705295975839,-0.07789270314406893,0.007407041,0.61963964,1.0,0.940995105977749,Retina,MB
Homeostatic MG,T cell,Adam15,Itgav,0.6659738,0.0,0.35397038,0.19860663198441386,0.13937797960625803,0.013504704,0.82562196,0.04204024795293435,0.9410193743438772,Retina,MB
DAM-like MG,DAM-like MG,P4hb,Mttp,0.48256347,0.0,0.10330449,0.2192461381092103,0.044278833420940744,0.014267107,0.71892697,0.14397773093029528,0.9410309099516815,Retina,MB
NK cell,Iron+ MG (Fth1+),Arf6,Smap1,0.376872,0.02,0.13671382,0.21282765657782654,0.1640123577638816,0.0067642624,0.74635196,0.3010700173643092,0.9410309099516815,Retina,MB
Homeostatic MG,Activated MG (Ccl5+),Lin7c,Abca1,0.2208741,1.0,0.041912682,-0.1787539337083002,-0.24785842090489713,0.0021508008,0.6196586,1.0,0.9411793801409704,Retina,MB
T cell,pDC,Ptpn6,Egfr,0.3768531,0.0,0.112834126,0.8665847458496303,0.2796316940272265,0.043211672,0.7277554,0.013537472726344266,0.9413590889060307,Retina,MB
NK cell,Proliferating MG,S100a1,Tlr4,0.21593656,0.02,0.041926406,0.24230703828330524,0.027971576688985866,0.016791865,0.6196971,0.3010700173643092,0.9413636433092429,Retina,MB
Iron+ MG (Fth1+),pDC,Igf1,Itgav_Itgb3,0.37684888,0.99,0.1116409,0.35031811048891925,0.13313768325658315,0.008679183,0.726701,0.6313438904364989,0.9414683336905654,Retina,MB
Iron+ MG (Fth1+),Proliferating MG,Tgfb1,Itgb3,0.39135703,0.86,0.10326655,-0.06795837223712178,-0.04021279459062846,0.0049230577,0.7188899,1.0,0.9414683336905654,Retina,MB
Activated MG (Ccl5+),Neutrophil,Psen1,Ncstn,0.21724612,1.0,0.041940555,-0.15028510669713402,-0.05126177194031514,0.0027503348,0.61973685,1.0,0.9415478954828949,Retina,MB
Homeostatic MG,DAM-like MG,Arpc5,Adrb2,0.37683904,0.99,0.1397482,-0.013340863932468555,-0.2995091173025989,0.0054853484,0.7484243,1.0,0.9415778346760513,Retina,MB
T cell,MHCII+ Mac/APC,Psen1,Notch2,0.6048116,0.0,0.34846306,0.06785204674277182,0.13565582039421142,0.0063642375,0.8244903,0.36248998962616236,0.9416499315887515,Retina,MB
Proliferating MG,Iron+ MG (Fth1+),Agrn,Lrp1,0.44902045,0.18,0.0419435,0.14974006010591784,0.30676581893602434,0.020799458,0.61974514,0.583272324056367,0.9417320845003954,Retina,MB
Neutrophil,Proliferating MG,Tnf,Sema4c,0.3767862,0.0,0.10365147,0.17313303784316325,0.16989811501329974,0.013297166,0.71926564,0.06405702086516428,0.9417966143304184,Retina,MB
BAM,NK cell,Icam1,Il2rg,0.6658052,0.0,0.34999323,0.684193116770534,0.4262450858173051,0.016188957,0.8248071,0.013537472726344266,0.9419056390200655,Retina,MB
Neutrophil,MHCII+ Mac/APC,Serpine2,Lrp1,0.37673143,1.0,0.13209195,-0.22367284799314566,-0.370599760545968,0.004239998,0.7430829,1.0,0.9419058929615796,Retina,MB
T cell,B cell,Cklf,Lrp6,0.21017855,0.81,0.041945122,-0.06419872849014863,-0.2112283738435049,0.0038074865,0.6197497,1.0,0.9419163146889024,Retina,MB
B cell,Proliferating MG,Lrpap1,Sort1,0.37671357,0.28,0.11456504,0.030719173679874118,-0.1917331371300628,0.005854872,0.729261,1.0,0.9420154278717554,Retina,MB
NK cell,NK cell,Cklf,Lrp6,0.2361501,0.84,0.04194863,-0.04860023122307734,-0.1949760071628538,0.003807805,0.6197595,1.0,0.942100533883772,Retina,MB
DAM-like MG,DAM-like MG,Tgm2,Itga4,0.2069289,1.0,0.041951146,-0.08251878912898888,-0.5742513475749786,0.0029972184,0.6197666,1.0,0.9422847420853331,Retina,MB
pDC,B cell,Tgfb1,Cxcr4,0.37663895,0.58,0.12226396,0.27538998852953434,0.039452465014135296,0.014816309,0.73563355,0.9249415733895807,0.942343587785718,Retina,MB
Iron+ MG (Fth1+),B cell,Cd48,Cd2,0.6657002,0.0,0.384252,1.1576246559894752,0.8052687438410021,0.029840427,0.8314522,0.004381505627707781,0.942348909940411,Retina,MB
T cell,MHCII+ MG,Pdgfb,Itgav,0.6656779,1.0,0.44005707,-0.13951613949413824,-0.06583126678916107,0.005592676,0.8407417,1.0,0.9424597355643753,Retina,MB
NK cell,T cell,P4hb,Mttp,0.29451224,0.98,0.041959375,-0.05490937773765848,-0.24139588503336706,0.0057948977,0.6197897,1.0,0.9424688871445044,Retina,MB
pDC,Activated MG (Ccl5+),Timp2,Itgb1,0.6101654,1.0,0.34870407,-0.2619041327545637,-0.31012839879778753,0.002565099,0.8245403,1.0,0.9425252982135005,Retina,MB
