total_counts,n_genes_by_counts,pct_counts_mt,sample,tissue,condition
7714,3274,0.33704952035260566,GSM8880864,OpticNerve,MB
6939,2885,0.25940337224383914,GSM8880864,OpticNerve,MB
13057,4282,0.12253963391284368,GSM8880864,OpticNerve,MB
10632,3553,0.8747178329571106,GSM8880864,OpticNerve,MB
10182,3510,0.0785700255352583,GSM8880864,OpticNerve,MB
10922,3829,1.3459073429774766,GSM8880864,OpticNerve,MB
2902,1534,0.861474844934528,GSM8880864,OpticNerve,MB
11470,3805,0.2528334786399303,GSM8880864,OpticNerve,MB
7501,3013,1.1331822423676843,GSM8880864,OpticNerve,MB
2942,1560,1.9034670292318152,GSM8880864,OpticNerve,MB
1192,895,0.25167785234899326,GSM8880864,OpticNerve,MB
7728,3018,0.2458592132505176,GSM8880864,OpticNerve,MB
10120,3517,0.592885375494071,GSM8880864,OpticNerve,MB
11028,3596,0.6619513964454117,GSM8880864,OpticNerve,MB
4464,1441,1.9489247311827957,GSM8880864,OpticNerve,MB
8513,3264,0.29366850698931046,GSM8880864,OpticNerve,MB
9429,3447,0.2969561989606533,GSM8880864,OpticNerve,MB
2186,1276,1.1436413540713632,GSM8880864,OpticNerve,MB
8078,3067,0.2971032433770735,GSM8880864,OpticNerve,MB
1277,891,0.7830853563038371,GSM8880864,OpticNerve,MB
5899,2669,0.5085607730123749,GSM8880864,OpticNerve,MB
2545,1434,0.9037328094302555,GSM8880864,OpticNerve,MB
6433,2725,0.23317270324887301,GSM8880864,OpticNerve,MB
2698,1468,2.3721275018532246,GSM8880864,OpticNerve,MB
5477,2451,0.40167975168888076,GSM8880864,OpticNerve,MB
8902,3295,0.19096832172545494,GSM8880864,OpticNerve,MB
10612,3510,0.499434602336977,GSM8880864,OpticNerve,MB
5408,2227,0.628698224852071,GSM8880864,OpticNerve,MB
5557,2522,0.62983624257693,GSM8880864,OpticNerve,MB
8514,3110,0.6342494714587738,GSM8880864,OpticNerve,MB
21219,5601,0.6880625854187284,GSM8880864,OpticNerve,MB
7342,2828,0.3268864069735767,GSM8880864,OpticNerve,MB
5595,2472,0.7685433422698837,GSM8880864,OpticNerve,MB
8252,3147,0.24236548715462916,GSM8880864,OpticNerve,MB
2086,1169,3.883029721955897,GSM8880864,OpticNerve,MB
7923,2953,0.35340148933484794,GSM8880864,OpticNerve,MB
6774,2842,0.6938293475051668,GSM8880864,OpticNerve,MB
2563,1447,0.5852516582130316,GSM8880864,OpticNerve,MB
8107,3186,0.5427408412483039,GSM8880864,OpticNerve,MB
7287,2857,0.3567997804309044,GSM8880864,OpticNerve,MB
27728,5971,0.4147432198499712,GSM8880864,OpticNerve,MB
7243,2846,0.09664503658704957,GSM8880864,OpticNerve,MB
4745,2170,1.7913593256059008,GSM8880864,OpticNerve,MB
3357,1816,0.9234435507893953,GSM8880864,OpticNerve,MB
12769,3729,0.9162816195473412,GSM8880864,OpticNerve,MB
4874,2272,0.18465326220763234,GSM8880864,OpticNerve,MB
6915,2833,0.9399855386840202,GSM8880864,OpticNerve,MB
4137,2049,0.38675368624607204,GSM8880864,OpticNerve,MB
5840,2494,0.9417808219178082,GSM8880864,OpticNerve,MB
10132,3498,1.6482431898934071,GSM8880864,OpticNerve,MB
4233,2075,0.4724781478856603,GSM8880864,OpticNerve,MB
7903,3105,0.02530684550170821,GSM8880864,OpticNerve,MB
18854,4981,0.11668611435239205,GSM8880864,OpticNerve,MB
5442,2568,0.7166482910694598,GSM8880864,OpticNerve,MB
10808,3816,0.44411547002220575,GSM8880864,OpticNerve,MB
18242,4780,0.6633044622300186,GSM8880864,OpticNerve,MB
6194,2732,0.5004843396835648,GSM8880864,OpticNerve,MB
13066,4079,0.1760293892545538,GSM8880864,OpticNerve,MB
6264,2785,0.3671775223499361,GSM8880864,OpticNerve,MB
16700,4494,0.2035928143712575,GSM8880864,OpticNerve,MB
15078,4054,0.18570102135561745,GSM8880864,OpticNerve,MB
16505,4369,0.36352620418055137,GSM8880864,OpticNerve,MB
6691,2875,0.1494544911074578,GSM8880864,OpticNerve,MB
6748,2631,0.8743331357439241,GSM8880864,OpticNerve,MB
6599,2750,1.1062282163964237,GSM8880864,OpticNerve,MB
19743,5011,0.7395026085194752,GSM8880864,OpticNerve,MB
5618,2585,0.6585973656105376,GSM8880864,OpticNerve,MB
21125,5404,0.3076923076923077,GSM8880864,OpticNerve,MB
17850,4830,0.8683473389355743,GSM8880864,OpticNerve,MB
853,648,0.8206330597889802,GSM8880864,OpticNerve,MB
6110,2685,0.6382978723404255,GSM8880864,OpticNerve,MB
10869,3538,0.23001196062195237,GSM8880864,OpticNerve,MB
5722,2423,0.6641034603285565,GSM8880864,OpticNerve,MB
17522,5304,0.26252710877753677,GSM8880864,OpticNerve,MB
7628,2967,0.26219192448872575,GSM8880864,OpticNerve,MB
6401,2756,0.5467895641306046,GSM8880864,OpticNerve,MB
6315,2707,0.9026128266033254,GSM8880864,OpticNerve,MB
5464,2437,1.006588579795022,GSM8880864,OpticNerve,MB
9056,3232,0.26501766784452296,GSM8880864,OpticNerve,MB
639,448,10.954616588419405,GSM8880864,OpticNerve,MB
11151,3851,0.1793561115595014,GSM8880864,OpticNerve,MB
10893,3921,1.2026071789222437,GSM8880864,OpticNerve,MB
15050,4338,0.9634551495016611,GSM8880864,OpticNerve,MB
8032,3296,0.5727091633466136,GSM8880864,OpticNerve,MB
12870,3905,0.7148407148407149,GSM8880864,OpticNerve,MB
4048,2116,0.4693675889328063,GSM8880864,OpticNerve,MB
2974,1592,0.9078681909885675,GSM8880864,OpticNerve,MB
4308,2123,0.3714020427112349,GSM8880864,OpticNerve,MB
7604,2996,0.3287743293003682,GSM8880864,OpticNerve,MB
9225,3335,0.14092140921409213,GSM8880864,OpticNerve,MB
1287,966,0.4662004662004662,GSM8880864,OpticNerve,MB
5669,2493,0.5644734521079555,GSM8880864,OpticNerve,MB
7920,2983,0.35353535353535354,GSM8880864,OpticNerve,MB
8732,3002,0.6642235455794777,GSM8880864,OpticNerve,MB
7736,3048,0.3102378490175801,GSM8880864,OpticNerve,MB
40983,7226,0.8491325671619939,GSM8880864,OpticNerve,MB
12747,4023,0.2588844433984467,GSM8880864,OpticNerve,MB
6804,2874,0.26455026455026454,GSM8880864,OpticNerve,MB
8073,3137,1.6722408026755853,GSM8880864,OpticNerve,MB
27935,5798,0.8161804188294255,GSM8880864,OpticNerve,MB
10649,3556,0.28171659310733405,GSM8880864,OpticNerve,MB
18268,5067,0.8649003722356033,GSM8880864,OpticNerve,MB
7033,2855,0.4549978671974975,GSM8880864,OpticNerve,MB
15768,4643,0.1839167935058346,GSM8880864,OpticNerve,MB
9066,3290,0.43017868960953015,GSM8880864,OpticNerve,MB
7446,2788,0.06715014773032502,GSM8880864,OpticNerve,MB
8152,2454,3.1280667320902844,GSM8880864,OpticNerve,MB
12036,3919,1.10501827849784,GSM8880864,OpticNerve,MB
6154,2695,0.25999350016249595,GSM8880864,OpticNerve,MB
12618,4161,0.5864637818988746,GSM8880864,OpticNerve,MB
7806,3075,0.3074558032282859,GSM8880864,OpticNerve,MB
2889,1542,1.3499480789200415,GSM8880864,OpticNerve,MB
5439,2341,0.6618863761720905,GSM8880864,OpticNerve,MB
3118,1234,3.3354714560615775,GSM8880864,OpticNerve,MB
6184,2723,0.6953428201811125,GSM8880864,OpticNerve,MB
17915,4896,0.3572425341892269,GSM8880864,OpticNerve,MB
6766,2810,1.138043156961277,GSM8880864,OpticNerve,MB
6620,2790,0.4531722054380665,GSM8880864,OpticNerve,MB
4993,2291,0.5607850991387944,GSM8880864,OpticNerve,MB
716,522,1.1173184357541899,GSM8880864,OpticNerve,MB
11605,3915,0.7496768634209392,GSM8880864,OpticNerve,MB
8201,3192,0.4999390318253871,GSM8880864,OpticNerve,MB
5452,2430,0.16507703595011006,GSM8880864,OpticNerve,MB
524,438,0.0,GSM8880864,OpticNerve,MB
10211,3536,0.49946136519439815,GSM8880864,OpticNerve,MB
19426,5053,0.06692062184700916,GSM8880864,OpticNerve,MB
7125,2762,0.5614035087719298,GSM8880864,OpticNerve,MB
9197,3229,0.09785799717299118,GSM8880864,OpticNerve,MB
1760,1096,0.3977272727272727,GSM8880864,OpticNerve,MB
20885,5138,0.32080440507541297,GSM8880864,OpticNerve,MB
5633,2465,0.017752529735487306,GSM8880864,OpticNerve,MB
8097,3029,0.5928121526491293,GSM8880864,OpticNerve,MB
5111,2426,0.5087067110154568,GSM8880864,OpticNerve,MB
7179,3024,0.6964758322886195,GSM8880864,OpticNerve,MB
5882,2623,0.6290377422645359,GSM8880864,OpticNerve,MB
30892,6574,0.8448789330571022,GSM8880864,OpticNerve,MB
18040,5148,0.7649667405764966,GSM8880864,OpticNerve,MB
4765,2238,0.608604407135362,GSM8880864,OpticNerve,MB
3288,1783,0.6995133819951338,GSM8880864,OpticNerve,MB
8712,3161,0.3673094582185491,GSM8880864,OpticNerve,MB
5143,2325,0.21388294769589733,GSM8880864,OpticNerve,MB
33954,6606,0.3033515933321552,GSM8880864,OpticNerve,MB
7680,2923,1.0807291666666667,GSM8880864,OpticNerve,MB
5041,2368,0.2578853402102757,GSM8880864,OpticNerve,MB
2444,1266,0.7364975450081833,GSM8880864,OpticNerve,MB
6841,2885,0.3362081567022365,GSM8880864,OpticNerve,MB
6546,2738,0.12221203788573175,GSM8880864,OpticNerve,MB
7256,2734,1.0198456449834619,GSM8880864,OpticNerve,MB
3114,1751,0.5138086062941554,GSM8880864,OpticNerve,MB
9204,3343,0.5106475445458497,GSM8880864,OpticNerve,MB
10272,3488,1.6452492211838003,GSM8880864,OpticNerve,MB
8847,3390,0.3051881993896236,GSM8880864,OpticNerve,MB
7548,2981,0.41070482246952833,GSM8880864,OpticNerve,MB
3590,2035,1.2813370473537604,GSM8880864,OpticNerve,MB
6898,2856,0.24644824586836767,GSM8880864,OpticNerve,MB
1953,1201,0.7680491551459293,GSM8880864,OpticNerve,MB
8264,3201,0.44772507260406585,GSM8880864,OpticNerve,MB
6560,2745,0.274390243902439,GSM8880864,OpticNerve,MB
8138,3435,0.7864340132710739,GSM8880864,OpticNerve,MB
5966,2539,0.62018102581294,GSM8880864,OpticNerve,MB
3121,1833,3.5885933995514256,GSM8880864,OpticNerve,MB
12011,4071,0.9657813670801765,GSM8880864,OpticNerve,MB
5436,2476,0.515084621044886,GSM8880864,OpticNerve,MB
7239,3091,2.003039093797486,GSM8880864,OpticNerve,MB
10253,3466,0.30235053155174096,GSM8880864,OpticNerve,MB
6032,2617,0.34814323607427056,GSM8880864,OpticNerve,MB
5704,2661,0.7889200561009817,GSM8880864,OpticNerve,MB
6959,2791,1.8968242563586721,GSM8880864,OpticNerve,MB
6661,2743,0.015012760846719713,GSM8880864,OpticNerve,MB
10058,3429,0.8848677669516802,GSM8880864,OpticNerve,MB
1057,798,0.28382213812677387,GSM8880864,OpticNerve,MB
806,614,0.37220843672456577,GSM8880864,OpticNerve,MB
787,627,1.0165184243964422,GSM8880864,OpticNerve,MB
11113,3507,0.8278592639251326,GSM8880864,OpticNerve,MB
3808,2033,0.15756302521008403,GSM8880864,OpticNerve,MB
924,698,0.21645021645021645,GSM8880864,OpticNerve,MB
5938,2657,0.30313236780060626,GSM8880864,OpticNerve,MB
41896,7256,0.33177391636433073,GSM8880864,OpticNerve,MB
8772,3202,1.265389876880985,GSM8880864,OpticNerve,MB
8047,2986,0.7456194855225551,GSM8880864,OpticNerve,MB
5477,2451,0.3469052400949425,GSM8880864,OpticNerve,MB
5735,2517,0.6625980819529207,GSM8880864,OpticNerve,MB
6190,2647,0.29079159935379645,GSM8880864,OpticNerve,MB
12807,4021,0.15616459748574998,GSM8880864,OpticNerve,MB
5103,2218,1.2737605330197923,GSM8880864,OpticNerve,MB
6161,2731,0.45447167667586436,GSM8880864,OpticNerve,MB
613,523,0.48939641109298526,GSM8880864,OpticNerve,MB
4627,2077,1.1454506159498594,GSM8880864,OpticNerve,MB
8694,3514,0.40257648953301123,GSM8880864,OpticNerve,MB
6918,2843,0.08673026886383348,GSM8880864,OpticNerve,MB
7614,3063,1.155765694772787,GSM8880864,OpticNerve,MB
13254,4167,0.2188018711332428,GSM8880864,OpticNerve,MB
6434,2656,0.3574759092322039,GSM8880864,OpticNerve,MB
2622,1532,0.49580472921434016,GSM8880864,OpticNerve,MB
26037,5799,0.09217651803203135,GSM8880864,OpticNerve,MB
2635,1406,2.1252371916508537,GSM8880864,OpticNerve,MB
4392,2063,0.18214936247723132,GSM8880864,OpticNerve,MB
11848,3916,0.29540850776502364,GSM8880864,OpticNerve,MB
8290,3261,0.8564535585042219,GSM8880864,OpticNerve,MB
6301,2693,0.5078558958895413,GSM8880864,OpticNerve,MB
7737,3158,0.43944681401059843,GSM8880864,OpticNerve,MB
6746,2823,0.3409427809072043,GSM8880864,OpticNerve,MB
11715,3506,0.17072129748186088,GSM8880864,OpticNerve,MB
12989,4027,0.508122257294634,GSM8880864,OpticNerve,MB
10403,3648,0.6728828222628088,GSM8880864,OpticNerve,MB
575,420,0.17391304347826086,GSM8880864,OpticNerve,MB
7468,3017,0.46866630958757366,GSM8880864,OpticNerve,MB
18481,5007,0.4815756723121043,GSM8880864,OpticNerve,MB
5896,2622,0.40705563093622793,GSM8880864,OpticNerve,MB
9590,3409,0.3023983315954119,GSM8880864,OpticNerve,MB
9225,3307,0.33604336043360433,GSM8880864,OpticNerve,MB
1594,1138,0.2509410288582183,GSM8880864,OpticNerve,MB
43859,7520,0.5038874575343715,GSM8880864,OpticNerve,MB
8384,2957,0.7872137404580152,GSM8880864,OpticNerve,MB
39040,6805,0.4713114754098361,GSM8880864,OpticNerve,MB
827,653,0.12091898428053204,GSM8880864,OpticNerve,MB
6756,2771,2.871521610420367,GSM8880864,OpticNerve,MB
6428,2686,0.14001244555071563,GSM8880864,OpticNerve,MB
7677,3095,0.6252442360296991,GSM8880864,OpticNerve,MB
14154,4138,0.3320616080259997,GSM8880864,OpticNerve,MB
5383,2414,0.4830020434701839,GSM8880864,OpticNerve,MB
8633,3269,0.7645082821730569,GSM8880864,OpticNerve,MB
2304,1307,0.0,GSM8880864,OpticNerve,MB
1287,877,0.6216006216006216,GSM8880864,OpticNerve,MB
2707,1559,0.4432951606944958,GSM8880864,OpticNerve,MB
696,552,1.5804597701149428,GSM8880864,OpticNerve,MB
2040,1366,0.24509803921568626,GSM8880864,OpticNerve,MB
8586,3134,0.10482180293501049,GSM8880864,OpticNerve,MB
10331,3761,0.6291743296873488,GSM8880864,OpticNerve,MB
8096,3203,0.18527667984189722,GSM8880864,OpticNerve,MB
7481,3039,0.37428151316668895,GSM8880864,OpticNerve,MB
5893,2575,0.3224164262684541,GSM8880864,OpticNerve,MB
5749,2768,0.574012871803792,GSM8880864,OpticNerve,MB
1885,1087,1.273209549071618,GSM8880864,OpticNerve,MB
5034,2354,0.31783869686134286,GSM8880864,OpticNerve,MB
2348,1433,0.08517887563884156,GSM8880864,OpticNerve,MB
5291,2577,2.683802683802684,GSM8880864,OpticNerve,MB
7751,3198,0.4257515159334279,GSM8880864,OpticNerve,MB
5513,2637,0.7618356611645202,GSM8880864,OpticNerve,MB
7266,2894,1.0872557115331682,GSM8880864,OpticNerve,MB
1186,707,5.311973018549747,GSM8880864,OpticNerve,MB
16669,4646,0.10198572199892014,GSM8880864,OpticNerve,MB
5443,2592,0.09186110600771634,GSM8880864,OpticNerve,MB
8694,3292,0.5751092707614447,GSM8880864,OpticNerve,MB
8195,2978,0.8785845027455765,GSM8880864,OpticNerve,MB
8414,3148,0.33277870216306155,GSM8880864,OpticNerve,MB
4367,2214,0.11449507671170141,GSM8880864,OpticNerve,MB
10437,3510,0.8335728657660249,GSM8880864,OpticNerve,MB
9117,3280,0.31808709005155206,GSM8880864,OpticNerve,MB
5847,2549,0.0513083632632119,GSM8880864,OpticNerve,MB
12185,3833,1.0586787033237586,GSM8880864,OpticNerve,MB
23030,5341,0.9856708640903169,GSM8880864,OpticNerve,MB
6480,2768,0.1388888888888889,GSM8880864,OpticNerve,MB
8344,3331,0.4314477468839885,GSM8880864,OpticNerve,MB
8783,3225,0.7059091426619606,GSM8880864,OpticNerve,MB
7731,3030,0.543267365153279,GSM8880864,OpticNerve,MB
8973,3164,0.5015045135406219,GSM8880864,OpticNerve,MB
6244,2707,1.0409993593850098,GSM8880864,OpticNerve,MB
8052,3308,0.273224043715847,GSM8880864,OpticNerve,MB
3042,1739,0.46022353714661407,GSM8880864,OpticNerve,MB
3276,1819,0.27472527472527475,GSM8880864,OpticNerve,MB
15820,4661,0.6257901390644753,GSM8880864,OpticNerve,MB
1758,1154,0.05688282138794084,GSM8880864,OpticNerve,MB
3635,1858,2.530949105914718,GSM8880864,OpticNerve,MB
6377,2653,1.6935863258585542,GSM8880864,OpticNerve,MB
8534,3207,0.38668853995781577,GSM8880864,OpticNerve,MB
18573,4738,1.879071770850159,GSM8880864,OpticNerve,MB
2470,1486,0.7692307692307693,GSM8880864,OpticNerve,MB
8537,3218,0.14056460114794422,GSM8880864,OpticNerve,MB
14779,4499,0.9269910007442993,GSM8880864,OpticNerve,MB
4267,2042,0.6327630653855167,GSM8880864,OpticNerve,MB
6105,2532,0.11466011466011465,GSM8880864,OpticNerve,MB
10853,3715,0.40541785681378417,GSM8880864,OpticNerve,MB
7416,3012,0.5393743257820928,GSM8880864,OpticNerve,MB
3701,1833,0.9456903539583896,GSM8880864,OpticNerve,MB
6863,2630,0.30598863470785376,GSM8880864,OpticNerve,MB
20955,5203,0.3435934144595562,GSM8880864,OpticNerve,MB
4069,2089,0.4669451953797002,GSM8880864,OpticNerve,MB
4993,2317,0.9813739234928901,GSM8880864,OpticNerve,MB
18494,5136,0.8435168162647345,GSM8880864,OpticNerve,MB
7445,2767,0.7924781732706514,GSM8880864,OpticNerve,MB
9122,3296,0.5152378864284148,GSM8880864,OpticNerve,MB
8896,3186,0.34847122302158273,GSM8880864,OpticNerve,MB
9992,3472,0.3302642113690953,GSM8880864,OpticNerve,MB
7297,2986,0.16445114430587912,GSM8880864,OpticNerve,MB
4362,2205,0.5502063273727648,GSM8880864,OpticNerve,MB
11585,3585,1.665947345705654,GSM8880864,OpticNerve,MB
9087,3288,0.5392318697039727,GSM8880864,OpticNerve,MB
4653,2214,0.2578981302385558,GSM8880864,OpticNerve,MB
8534,3398,0.36325287086946334,GSM8880864,OpticNerve,MB
19125,4906,1.1294117647058823,GSM8880864,OpticNerve,MB
8406,3253,0.4163692600523436,GSM8880864,OpticNerve,MB
3099,1595,0.8389803162310423,GSM8880864,OpticNerve,MB
3086,1695,0.19442644199611148,GSM8880864,OpticNerve,MB
4995,2325,0.34034034034034033,GSM8880864,OpticNerve,MB
7608,3044,0.14458464773922186,GSM8880864,OpticNerve,MB
7411,3123,0.9445418971798677,GSM8880864,OpticNerve,MB
7487,2867,0.49418992921063176,GSM8880864,OpticNerve,MB
9643,3455,0.2385149849631857,GSM8880864,OpticNerve,MB
6446,2629,0.07756748371082842,GSM8880864,OpticNerve,MB
34004,6685,0.6381602164451241,GSM8880864,OpticNerve,MB
6454,2800,0.37186241090796407,GSM8880864,OpticNerve,MB
9548,3329,0.1152073732718894,GSM8880864,OpticNerve,MB
7981,3086,0.5513093597293572,GSM8880864,OpticNerve,MB
4869,2285,0.9652906140891353,GSM8880864,OpticNerve,MB
6923,2760,0.8233424815831287,GSM8880864,OpticNerve,MB
13967,4089,0.7374525667645164,GSM8880864,OpticNerve,MB
6864,2971,0.21853146853146854,GSM8880864,OpticNerve,MB
2125,1243,2.164705882352941,GSM8880864,OpticNerve,MB
17683,4904,0.1866199174348244,GSM8880864,OpticNerve,MB
7335,2973,0.21813224267212,GSM8880864,OpticNerve,MB
8140,3058,0.13513513513513514,GSM8880864,OpticNerve,MB
7044,3025,0.326519023282226,GSM8880864,OpticNerve,MB
3925,1923,0.33121019108280253,GSM8880864,OpticNerve,MB
8493,3141,0.4238784881667256,GSM8880864,OpticNerve,MB
15392,4433,0.7081600831600832,GSM8880864,OpticNerve,MB
1024,739,0.48828125,GSM8880864,OpticNerve,MB
7380,2967,0.25745257452574527,GSM8880864,OpticNerve,MB
9035,3260,1.3392363032650803,GSM8880864,OpticNerve,MB
5579,2604,0.6452769313497042,GSM8880864,OpticNerve,MB
6819,2901,0.36662267194603315,GSM8880864,OpticNerve,MB
4830,2270,0.3933747412008281,GSM8880864,OpticNerve,MB
11507,4044,0.6778482662727036,GSM8880864,OpticNerve,MB
6826,2796,0.2636976267213595,GSM8880864,OpticNerve,MB
5220,2439,0.8812260536398467,GSM8880864,OpticNerve,MB
6528,2686,0.29105392156862747,GSM8880864,OpticNerve,MB
15820,4590,0.37926675094816686,GSM8880864,OpticNerve,MB
2956,1150,3.687415426251692,GSM8880864,OpticNerve,MB
9945,3361,0.18099547511312217,GSM8880864,OpticNerve,MB
2576,1426,0.2717391304347826,GSM8880864,OpticNerve,MB
10409,3594,0.4611393985973677,GSM8880864,OpticNerve,MB
6056,2279,0.42932628797886396,GSM8880864,OpticNerve,MB
8048,3204,0.3727634194831014,GSM8880864,OpticNerve,MB
14087,4096,0.8944416838219634,GSM8880864,OpticNerve,MB
6889,2871,0.9435331688198578,GSM8880864,OpticNerve,MB
10871,3474,0.0,GSM8880864,OpticNerve,MB
7264,2941,0.3992290748898678,GSM8880864,OpticNerve,MB
3601,1137,4.137739516800889,GSM8880864,OpticNerve,MB
7666,3214,0.32611531437516306,GSM8880864,OpticNerve,MB
1251,786,7.034372501998401,GSM8880864,OpticNerve,MB
8153,2328,1.3369311909726482,GSM8880864,OpticNerve,MB
8360,3072,0.08373205741626795,GSM8880864,OpticNerve,MB
1940,1232,0.6185567010309279,GSM8880864,OpticNerve,MB
22968,5697,0.7662835249042145,GSM8880864,OpticNerve,MB
7135,2875,0.21023125437981782,GSM8880864,OpticNerve,MB
9112,3283,2.1071115013169446,GSM8880864,OpticNerve,MB
8883,3270,0.42778340650681074,GSM8880864,OpticNerve,MB
6896,2731,0.2900232018561485,GSM8880864,OpticNerve,MB
18228,4967,1.119157340355497,GSM8880864,OpticNerve,MB
6671,2654,0.4197271773347324,GSM8880864,OpticNerve,MB
3457,1800,0.20248770610355799,GSM8880864,OpticNerve,MB
11433,3679,0.3323712061576139,GSM8880864,OpticNerve,MB
9050,3289,0.13259668508287292,GSM8880864,OpticNerve,MB
8351,3180,0.17961920728056519,GSM8880864,OpticNerve,MB
5794,2553,0.8802209181912324,GSM8880864,OpticNerve,MB
8522,3139,1.5724008448720956,GSM8880864,OpticNerve,MB
6401,2695,0.7655053897828464,GSM8880864,OpticNerve,MB
6370,2560,0.7849293563579277,GSM8880864,OpticNerve,MB
11024,3891,0.317489114658926,GSM8880864,OpticNerve,MB
15067,4395,0.3053029800225659,GSM8880864,OpticNerve,MB
7742,3101,0.20666494445879618,GSM8880864,OpticNerve,MB
3512,1754,0.11389521640091116,GSM8880864,OpticNerve,MB
12812,4211,0.7805182641273806,GSM8880864,OpticNerve,MB
12284,4068,0.17909475740801042,GSM8880864,OpticNerve,MB
2417,1386,0.04137360364087712,GSM8880864,OpticNerve,MB
8990,3455,0.6117908787541714,GSM8880864,OpticNerve,MB
11566,3618,0.5792841085941552,GSM8880864,OpticNerve,MB
4392,2134,0.31876138433515483,GSM8880864,OpticNerve,MB
8669,3220,0.05767677932864229,GSM8880864,OpticNerve,MB
5420,2383,0.7933579335793358,GSM8880864,OpticNerve,MB
9525,3127,0.1679790026246719,GSM8880864,OpticNerve,MB
4990,2374,0.18036072144288579,GSM8880864,OpticNerve,MB
9324,3382,0.6327756327756328,GSM8880864,OpticNerve,MB
16774,4911,0.6617384046739001,GSM8880864,OpticNerve,MB
8956,3508,0.547119249665029,GSM8880864,OpticNerve,MB
5069,2303,0.0789110278161373,GSM8880864,OpticNerve,MB
9906,3488,0.29275186755501714,GSM8880864,OpticNerve,MB
4942,2303,0.24281667341157423,GSM8880864,OpticNerve,MB
12350,3809,1.222672064777328,GSM8880864,OpticNerve,MB
5691,2601,0.316288877174486,GSM8880864,OpticNerve,MB
8312,3119,0.384985563041386,GSM8880864,OpticNerve,MB
13647,4003,1.0771598153440316,GSM8880864,OpticNerve,MB
8763,3056,0.5819924683327627,GSM8880864,OpticNerve,MB
11125,3915,0.7730337078651686,GSM8880864,OpticNerve,MB
6277,2654,0.5575912059901227,GSM8880864,OpticNerve,MB
16562,4644,0.41057843255645454,GSM8880864,OpticNerve,MB
4576,2262,0.6337412587412588,GSM8880864,OpticNerve,MB
7301,2867,0.06848376934666484,GSM8880864,OpticNerve,MB
3158,1685,0.506649778340722,GSM8880864,OpticNerve,MB
5197,2399,0.173176832788147,GSM8880864,OpticNerve,MB
1430,938,1.048951048951049,GSM8880864,OpticNerve,MB
5538,2450,0.37919826652221017,GSM8880864,OpticNerve,MB
7420,2966,0.3234501347708895,GSM8880864,OpticNerve,MB
5027,2358,0.17903322060871296,GSM8880864,OpticNerve,MB
27374,6159,0.6794768758676116,GSM8880864,OpticNerve,MB
3525,1863,0.14184397163120568,GSM8880864,OpticNerve,MB
6965,2946,0.7035175879396985,GSM8880864,OpticNerve,MB
13248,4056,0.8454106280193237,GSM8880864,OpticNerve,MB
7545,3024,0.6626905235255135,GSM8880864,OpticNerve,MB
5233,2413,0.13376648194152493,GSM8880864,OpticNerve,MB
5446,2379,0.03672420124862284,GSM8880864,OpticNerve,MB
6970,2820,0.18651362984218078,GSM8880864,OpticNerve,MB
5564,2461,0.16175413371675054,GSM8880864,OpticNerve,MB
8662,3297,0.41560840452551373,GSM8880864,OpticNerve,MB
3250,1684,1.2923076923076922,GSM8880864,OpticNerve,MB
5865,2644,0.46035805626598464,GSM8880864,OpticNerve,MB
21457,5240,0.25632660670177565,GSM8880864,OpticNerve,MB
9584,3428,0.46953255425709517,GSM8880864,OpticNerve,MB
3701,1859,0.9997298027560119,GSM8880864,OpticNerve,MB
7563,3088,0.07933359777865927,GSM8880864,OpticNerve,MB
10807,3623,0.3146109003423707,GSM8880864,OpticNerve,MB
13709,4128,0.17506747392224087,GSM8880864,OpticNerve,MB
6579,2775,0.6231950144398845,GSM8880864,OpticNerve,MB
5317,2174,0.3573443671243182,GSM8880864,OpticNerve,MB
9934,3521,0.6039863096436481,GSM8880864,OpticNerve,MB
8437,3307,0.21334597605784048,GSM8880864,OpticNerve,MB
8934,3331,0.15670472352809492,GSM8880864,OpticNerve,MB
3699,1083,2.865639361989727,GSM8880864,OpticNerve,MB
15522,4666,0.5411673753382297,GSM8880864,OpticNerve,MB
8486,3239,0.24746641527221305,GSM8880864,OpticNerve,MB
2890,1591,1.0726643598615917,GSM8880864,OpticNerve,MB
1735,1117,0.8069164265129682,GSM8880864,OpticNerve,MB
8194,3065,0.5125701732975347,GSM8880864,OpticNerve,MB
1848,1126,0.10822510822510822,GSM8880864,OpticNerve,MB
4391,2148,1.3664313368253245,GSM8880864,OpticNerve,MB
30315,6271,0.5640771895101435,GSM8880864,OpticNerve,MB
8019,3123,0.6983414390821798,GSM8880864,OpticNerve,MB
16499,4929,0.12728044123886295,GSM8880864,OpticNerve,MB
6551,2892,0.9616852388948253,GSM8880864,OpticNerve,MB
2559,1366,2.5791324736225087,GSM8880864,OpticNerve,MB
3504,1680,0.17123287671232876,GSM8880864,OpticNerve,MB
2730,1606,0.4761904761904762,GSM8880864,OpticNerve,MB
2957,1546,0.6763611768684478,GSM8880864,OpticNerve,MB
1881,1157,0.8506113769271665,GSM8880864,OpticNerve,MB
1332,908,0.6006006006006006,GSM8880864,OpticNerve,MB
2975,1610,1.781512605042017,GSM8880864,OpticNerve,MB
11263,3708,0.8079552517091362,GSM8880864,OpticNerve,MB
23469,5577,0.35365801695854104,GSM8880864,OpticNerve,MB
18956,5428,0.6330449461911796,GSM8880864,OpticNerve,MB
