gene,spearman_dpt
Ifi47,0.12416847791135058
Ms4a4c,0.1243010097317418
Gimap4,0.12442404575849744
Tnik,0.12478921680726235
Anxa5,0.12479440387421764
Cenpf,0.12495021520082845
Neil3,0.1252949515409009
Ccl12,0.12591926214825563
Cep128,0.12604779314862835
Dtl,0.12615011186223551
Znrf3,0.12693138373445806
Pdss1,0.1274035073548088
Cdkn1a,0.12750775260159206
Runx2,0.12773793235513559
Sash1,0.12774380683157482
March3,0.12783204351602778
Casp4,0.1281148328813941
Ifih1,0.12822123743898617
Ctla2a,0.1282614999005624
Zfp704,0.1283093828081537
Stmn1,0.1283879348364737
Gm4951,0.12874512472457736
AW112010,0.1288034691522469
Mif,0.1293010747279073
Bhlhe40,0.1293216359685872
Id2,0.1294549313580616
Irs2,0.12960961913495173
Apoc2,0.12978057018256153
Gm42962,0.13077151096895875
Stat2,0.13100585592796943
mt-Nd4,0.13104119899286734
Phf11d,0.13114227678773485
Acaca,0.1316367231139459
Ptger4,0.13167612447395827
Prkch,0.13168790853140938
Fam20c,0.13182075260018267
Ank,0.13182753772217745
Gm21057,0.13183724613875725
Tnfaip3,0.13258700095724804
Ass1,0.13286807306408452
Tank,0.1330468907197587
Brip1,0.13316841338730015
A330040F15Rik,0.13350661117461113
Apobec1,0.1336246035826858
Ms4a6c,0.1337865200666978
Lgals1,0.1339710933083269
Lilr4b,0.1343216670555299
Gm17106,0.13437224608979856
Prr5l,0.13443322527424165
Kif4,0.13461501938112586
H2-Q7,0.13470575107169996
Tpst1,0.1347581423763521
Slfn2,0.1348155969850126
Cmpk2,0.1350214306587723
Brip1os,0.1354286169189243
4930405A10Rik,0.13554009763080105
Trim30c,0.1362622223832353
Cstb,0.13643342265805444
Creb5,0.13667588981127632
Runx3,0.13680524772102065
Sp100,0.1369280208858997
Cpd,0.13761929203460885
Cst7,0.13788041491031222
Phf11b,0.13790548438871741
Ifi209,0.13808345552622087
Epsti1,0.1384131455887312
Etl4,0.138638546527188
Gm10563,0.1396233239587048
Trps1,0.13972728805453236
Ddx60,0.14043684184007282
Oas2,0.14071672748463057
Gpnmb,0.1412207271830293
St6galnac3,0.14145517982545183
Mllt3,0.14186243284246258
Gm27008,0.14191079807116017
Pim1,0.14195544807775481
Ccl4,0.14247266279242699
Stat4,0.1425572850185579
Myo1e,0.14299156685810963
Grap2,0.14343238002261613
Fgfr2,0.1434679007695843
AI504432,0.14475137740696437
Itgax,0.1450212919395484
Olfr111,0.1452305162586945
Ms4a7,0.14545666243593902
Slamf7,0.1454709062620438
Apoe,0.14555748707620567
Gm37240,0.1456079344546399
4930595D18Rik,0.14595956286356856
Clic4,0.14683135754707885
Gadd45b,0.1469399962808384
Stat1,0.14742345326724104
Diaph3,0.1476242210567461
Mndal,0.1479584438953206
Myo5a,0.14803017729372492
Cers6,0.14816531108248204
Ifi204,0.14846234875249098
Cd44,0.14883102771084583
Gas7,0.14893766237285397
Tsix,0.14927298675252804
Tox,0.14935475396654163
Mki67,0.14936667359564204
Gm16599,0.14974091417406762
Tmsb10,0.14992201542278552
Emb,0.15145319534903817
Peak1,0.15238169541476038
Gm7480,0.15257038165663891
Rasgef1b,0.1530330476130083
Flt1,0.1547599105686671
Gm26917,0.1547739472582124
Ahnak,0.1557101593469127
Gas2l3,0.15625552953189298
Csf1,0.15640239007943926
Ifitm3,0.15658372875922819
Top2a,0.15698420533715046
Mdfic,0.15815248205676602
Bcar3,0.16045728914819277
Ifit1,0.16065175639499057
Abca1,0.16093396632544937
Atp10a,0.16120778790160376
Rnf213,0.16156985235124452
Iqgap2,0.16182252136336708
Rai14,0.16207702712994665
Abcg1,0.16237961983861893
Itga4,0.16248958172110015
Gm15283,0.1627104721291888
Bcl2,0.1630645201825425
Skap1,0.16314302972283737
H2-Eb1,0.1634485229234934
S100a6,0.16401180107404204
Phykpl,0.1650979018832888
Ccl5,0.16516995655712585
Isg15,0.1653962784322293
Plxnc1,0.16613732732252692
Vav3,0.1666788548735844
H2-Aa,0.16740093452038984
Irf7,0.16794556126871393
Xylt1,0.16843807358303303
Gm2682,0.16868924951774172
Lrrc4,0.1692199997863118
Crip1,0.16949632020307073
Ifi206,0.1706434560167273
Oasl1,0.17095902398622254
Vim,0.17271878307430694
Ifit3b,0.17413022338998516
A930037H05Rik,0.17436471661507735
Nlrc5,0.1757020982681252
Rsad2,0.17684503219717154
Spp1,0.17708778948585552
Rab7b,0.1774589660476582
Rftn1,0.17764395738374453
Igf1,0.17924866844269344
Oasl2,0.18089441992451824
Slfn5,0.18143097194888366
Alcam,0.18333852750974183
Ifit2,0.1848815078803789
Usp18,0.18523694530344947
Insyn2b,0.18545154651528378
Fabp5,0.18732817609869204
Iqgap1,0.18804488659192947
Ifi213,0.19030718317569237
Ifit3,0.1957219326919667
Ifi211,0.2013644568747771
Cybb,0.20249724792882706
Cd74,0.2041647973325153
Lilrb4a,0.20526217797167545
Lgals3,0.22195257819679234
Ifi207,0.23172351418703183
